article,date,views,id
Causal Inference,2020-06-01,7655,causal_inference:chris_elliott
Causal Inference,2020-07-01,7139,causal_inference:chris_elliott
Causal Inference,2020-08-01,7239,causal_inference:chris_elliott
Causal Inference,2020-09-01,8748,causal_inference:chris_elliott
Causal Inference,2020-10-01,10240,causal_inference:chris_elliott
Causal Inference,2020-11-01,9014,causal_inference:chris_elliott
Causal Inference,2015-10-01,4095,new_york_university:causal_inference
Causal Inference,2015-11-01,3698,new_york_university:causal_inference
Causal Inference,2015-12-01,3470,new_york_university:causal_inference
Causal Inference,2016-01-01,3839,new_york_university:causal_inference
Causal Inference,2016-02-01,4098,new_york_university:causal_inference
Causal Inference,2016-03-01,4244,new_york_university:causal_inference
Causal Inference,2016-04-01,3965,new_york_university:causal_inference
Causal Inference,2016-05-01,4050,new_york_university:causal_inference
Causal Inference,2016-06-01,3711,new_york_university:causal_inference
Causal Inference,2016-07-01,3141,new_york_university:causal_inference
Causal Inference,2016-08-01,3646,new_york_university:causal_inference
Causal Inference,2016-09-01,4848,new_york_university:causal_inference
Causal Inference,2016-10-01,5380,new_york_university:causal_inference
Causal Inference,2016-11-01,5339,new_york_university:causal_inference
Causal Inference,2016-12-01,4482,new_york_university:causal_inference
Causal Inference,2017-01-01,5132,new_york_university:causal_inference
Causal Inference,2017-02-01,5389,new_york_university:causal_inference
Causal Inference,2017-03-01,6227,new_york_university:causal_inference
Causal Inference,2017-04-01,5386,new_york_university:causal_inference
Causal Inference,2017-05-01,4596,new_york_university:causal_inference
Causal Inference,2017-06-01,4061,new_york_university:causal_inference
Causal Inference,2017-07-01,3358,new_york_university:causal_inference
Causal Inference,2017-08-01,4000,new_york_university:causal_inference
Causal Inference,2017-09-01,5239,new_york_university:causal_inference
Causal Inference,2017-10-01,5552,new_york_university:causal_inference
Causal Inference,2017-11-01,5588,new_york_university:causal_inference
Causal Inference,2017-12-01,4856,new_york_university:causal_inference
Causal Inference,2018-01-01,5689,new_york_university:causal_inference
Causal Inference,2018-02-01,5243,new_york_university:causal_inference
Causal Inference,2018-03-01,6359,new_york_university:causal_inference
Causal Inference,2018-04-01,5385,new_york_university:causal_inference
Causal Inference,2018-05-01,5878,new_york_university:causal_inference
Causal Inference,2018-06-01,5249,new_york_university:causal_inference
Causal Inference,2018-07-01,5031,new_york_university:causal_inference
Causal Inference,2018-08-01,5672,new_york_university:causal_inference
Causal Inference,2018-09-01,6723,new_york_university:causal_inference
Causal Inference,2018-10-01,7442,new_york_university:causal_inference
Causal Inference,2018-11-01,7039,new_york_university:causal_inference
Causal Inference,2018-12-01,6388,new_york_university:causal_inference
Causal Inference,2019-01-01,7178,new_york_university:causal_inference
Causal Inference,2019-02-01,7094,new_york_university:causal_inference
Causal Inference,2019-03-01,8116,new_york_university:causal_inference
Causal Inference,2019-04-01,7706,new_york_university:causal_inference
Causal Inference,2019-05-01,7647,new_york_university:causal_inference
Causal Inference,2019-06-01,6342,new_york_university:causal_inference
Causal Inference,2019-07-01,6398,new_york_university:causal_inference
Causal Inference,2019-08-01,7160,new_york_university:causal_inference
Causal Inference,2019-09-01,8218,new_york_university:causal_inference
Causal Inference,2019-10-01,9924,new_york_university:causal_inference
Causal Inference,2019-11-01,9085,new_york_university:causal_inference
Causal Inference,2019-12-01,7740,new_york_university:causal_inference
Causal Inference,2020-01-01,9320,new_york_university:causal_inference
Causal Inference,2020-02-01,7801,new_york_university:causal_inference
Causal Inference,2020-03-01,7802,new_york_university:causal_inference
Causal Inference,2020-04-01,8408,new_york_university:causal_inference
Causal Inference,2020-05-01,8061,new_york_university:causal_inference
Causal Inference,2020-06-01,7655,new_york_university:causal_inference
Causal Inference,2020-07-01,7139,new_york_university:causal_inference
Causal Inference,2020-08-01,7239,new_york_university:causal_inference
Causal Inference,2020-09-01,8748,new_york_university:causal_inference
Causal Inference,2020-10-01,10240,new_york_university:causal_inference
Causal Inference,2020-11-01,9014,new_york_university:causal_inference
Causal Inference,2015-10-01,4095,causal_inference:isabela_moner
Causal Inference,2015-11-01,3698,causal_inference:isabela_moner
Causal Inference,2015-12-01,3470,causal_inference:isabela_moner
Causal Inference,2016-01-01,3839,causal_inference:isabela_moner
Causal Inference,2016-02-01,4098,causal_inference:isabela_moner
Causal Inference,2016-03-01,4244,causal_inference:isabela_moner
Causal Inference,2016-04-01,3965,causal_inference:isabela_moner
Causal Inference,2016-05-01,4050,causal_inference:isabela_moner
Causal Inference,2016-06-01,3711,causal_inference:isabela_moner
Causal Inference,2016-07-01,3141,causal_inference:isabela_moner
Causal Inference,2016-08-01,3646,causal_inference:isabela_moner
Causal Inference,2016-09-01,4848,causal_inference:isabela_moner
Causal Inference,2016-10-01,5380,causal_inference:isabela_moner
Causal Inference,2016-11-01,5339,causal_inference:isabela_moner
Causal Inference,2016-12-01,4482,causal_inference:isabela_moner
Causal Inference,2017-01-01,5132,causal_inference:isabela_moner
Causal Inference,2017-02-01,5389,causal_inference:isabela_moner
Causal Inference,2017-03-01,6227,causal_inference:isabela_moner
Causal Inference,2017-04-01,5386,causal_inference:isabela_moner
Causal Inference,2017-05-01,4596,causal_inference:isabela_moner
Causal Inference,2017-06-01,4061,causal_inference:isabela_moner
Causal Inference,2017-07-01,3358,causal_inference:isabela_moner
Causal Inference,2017-08-01,4000,causal_inference:isabela_moner
Causal Inference,2017-09-01,5239,causal_inference:isabela_moner
Causal Inference,2017-10-01,5552,causal_inference:isabela_moner
Causal Inference,2017-11-01,5588,causal_inference:isabela_moner
Causal Inference,2017-12-01,4856,causal_inference:isabela_moner
Causal Inference,2018-01-01,5689,causal_inference:isabela_moner
Causal Inference,2018-02-01,5243,causal_inference:isabela_moner
Causal Inference,2018-03-01,6359,causal_inference:isabela_moner
Causal Inference,2018-04-01,5385,causal_inference:isabela_moner
Causal Inference,2018-05-01,5878,causal_inference:isabela_moner
Causal Inference,2018-06-01,5249,causal_inference:isabela_moner
Causal Inference,2018-07-01,5031,causal_inference:isabela_moner
Causal Inference,2018-08-01,5672,causal_inference:isabela_moner
Causal Inference,2018-09-01,6723,causal_inference:isabela_moner
Causal Inference,2018-10-01,7442,causal_inference:isabela_moner
Causal Inference,2018-11-01,7039,causal_inference:isabela_moner
Causal Inference,2018-12-01,6388,causal_inference:isabela_moner
Causal Inference,2019-01-01,7178,causal_inference:isabela_moner
Causal Inference,2019-02-01,7094,causal_inference:isabela_moner
Causal Inference,2019-03-01,8116,causal_inference:isabela_moner
Causal Inference,2019-04-01,7706,causal_inference:isabela_moner
Causal Inference,2019-05-01,7647,causal_inference:isabela_moner
Causal Inference,2019-06-01,6342,causal_inference:isabela_moner
Causal Inference,2019-07-01,6398,causal_inference:isabela_moner
Causal Inference,2019-08-01,7160,causal_inference:isabela_moner
Causal Inference,2019-09-01,8218,causal_inference:isabela_moner
Causal Inference,2019-10-01,9924,causal_inference:isabela_moner
Causal Inference,2019-11-01,9085,causal_inference:isabela_moner
Causal Inference,2019-12-01,7740,causal_inference:isabela_moner
Causal Inference,2020-01-01,9320,causal_inference:isabela_moner
Causal Inference,2020-02-01,7801,causal_inference:isabela_moner
Causal Inference,2020-03-01,7802,causal_inference:isabela_moner
Causal Inference,2020-04-01,8408,causal_inference:isabela_moner
Causal Inference,2020-05-01,8061,causal_inference:isabela_moner
Causal Inference,2020-06-01,7655,causal_inference:isabela_moner
Causal Inference,2020-07-01,7139,causal_inference:isabela_moner
Causal Inference,2020-08-01,7239,causal_inference:isabela_moner
Causal Inference,2020-09-01,8748,causal_inference:isabela_moner
Causal Inference,2020-10-01,10240,causal_inference:isabela_moner
Causal Inference,2020-11-01,9014,causal_inference:isabela_moner
Causal Inference,2015-10-01,4095,causal_inference:sons_of_anarchy
Causal Inference,2015-11-01,3698,causal_inference:sons_of_anarchy
Causal Inference,2015-12-01,3470,causal_inference:sons_of_anarchy
Causal Inference,2016-01-01,3839,causal_inference:sons_of_anarchy
Causal Inference,2016-02-01,4098,causal_inference:sons_of_anarchy
Causal Inference,2016-03-01,4244,causal_inference:sons_of_anarchy
Causal Inference,2016-04-01,3965,causal_inference:sons_of_anarchy
Causal Inference,2016-05-01,4050,causal_inference:sons_of_anarchy
Causal Inference,2016-06-01,3711,causal_inference:sons_of_anarchy
Causal Inference,2016-07-01,3141,causal_inference:sons_of_anarchy
Causal Inference,2016-08-01,3646,causal_inference:sons_of_anarchy
Causal Inference,2016-09-01,4848,causal_inference:sons_of_anarchy
Causal Inference,2016-10-01,5380,causal_inference:sons_of_anarchy
Causal Inference,2016-11-01,5339,causal_inference:sons_of_anarchy
Causal Inference,2016-12-01,4482,causal_inference:sons_of_anarchy
Causal Inference,2017-01-01,5132,causal_inference:sons_of_anarchy
Causal Inference,2017-02-01,5389,causal_inference:sons_of_anarchy
Causal Inference,2017-03-01,6227,causal_inference:sons_of_anarchy
Causal Inference,2017-04-01,5386,causal_inference:sons_of_anarchy
Causal Inference,2017-05-01,4596,causal_inference:sons_of_anarchy
Causal Inference,2017-06-01,4061,causal_inference:sons_of_anarchy
Causal Inference,2017-07-01,3358,causal_inference:sons_of_anarchy
Causal Inference,2017-08-01,4000,causal_inference:sons_of_anarchy
Causal Inference,2017-09-01,5239,causal_inference:sons_of_anarchy
Causal Inference,2017-10-01,5552,causal_inference:sons_of_anarchy
Causal Inference,2017-11-01,5588,causal_inference:sons_of_anarchy
Causal Inference,2017-12-01,4856,causal_inference:sons_of_anarchy
Causal Inference,2018-01-01,5689,causal_inference:sons_of_anarchy
Causal Inference,2018-02-01,5243,causal_inference:sons_of_anarchy
Causal Inference,2018-03-01,6359,causal_inference:sons_of_anarchy
Causal Inference,2018-04-01,5385,causal_inference:sons_of_anarchy
Causal Inference,2018-05-01,5878,causal_inference:sons_of_anarchy
Causal Inference,2018-06-01,5249,causal_inference:sons_of_anarchy
Causal Inference,2018-07-01,5031,causal_inference:sons_of_anarchy
Causal Inference,2018-08-01,5672,causal_inference:sons_of_anarchy
Causal Inference,2018-09-01,6723,causal_inference:sons_of_anarchy
Causal Inference,2018-10-01,7442,causal_inference:sons_of_anarchy
Causal Inference,2018-11-01,7039,causal_inference:sons_of_anarchy
Causal Inference,2018-12-01,6388,causal_inference:sons_of_anarchy
Causal Inference,2019-01-01,7178,causal_inference:sons_of_anarchy
Causal Inference,2019-02-01,7094,causal_inference:sons_of_anarchy
Causal Inference,2019-03-01,8116,causal_inference:sons_of_anarchy
Causal Inference,2019-04-01,7706,causal_inference:sons_of_anarchy
Causal Inference,2019-05-01,7647,causal_inference:sons_of_anarchy
Causal Inference,2019-06-01,6342,causal_inference:sons_of_anarchy
Causal Inference,2019-07-01,6398,causal_inference:sons_of_anarchy
Causal Inference,2019-08-01,7160,causal_inference:sons_of_anarchy
Causal Inference,2019-09-01,8218,causal_inference:sons_of_anarchy
Causal Inference,2019-10-01,9924,causal_inference:sons_of_anarchy
Causal Inference,2019-11-01,9085,causal_inference:sons_of_anarchy
Causal Inference,2019-12-01,7740,causal_inference:sons_of_anarchy
Causal Inference,2020-01-01,9320,causal_inference:sons_of_anarchy
Causal Inference,2020-02-01,7801,causal_inference:sons_of_anarchy
Causal Inference,2020-03-01,7802,causal_inference:sons_of_anarchy
Causal Inference,2020-04-01,8408,causal_inference:sons_of_anarchy
Causal Inference,2020-05-01,8061,causal_inference:sons_of_anarchy
Causal Inference,2020-06-01,7655,causal_inference:sons_of_anarchy
Causal Inference,2020-07-01,7139,causal_inference:sons_of_anarchy
Causal Inference,2020-08-01,7239,causal_inference:sons_of_anarchy
Causal Inference,2020-09-01,8748,causal_inference:sons_of_anarchy
Causal Inference,2020-10-01,10240,causal_inference:sons_of_anarchy
Causal Inference,2020-11-01,9014,causal_inference:sons_of_anarchy
Causal Inference,2015-10-01,4095,causal_inference:index_of_economic_freedom
Causal Inference,2015-11-01,3698,causal_inference:index_of_economic_freedom
Causal Inference,2015-12-01,3470,causal_inference:index_of_economic_freedom
Causal Inference,2016-01-01,3839,causal_inference:index_of_economic_freedom
Causal Inference,2016-02-01,4098,causal_inference:index_of_economic_freedom
Causal Inference,2016-03-01,4244,causal_inference:index_of_economic_freedom
Causal Inference,2016-04-01,3965,causal_inference:index_of_economic_freedom
Causal Inference,2016-05-01,4050,causal_inference:index_of_economic_freedom
Causal Inference,2016-06-01,3711,causal_inference:index_of_economic_freedom
Causal Inference,2016-07-01,3141,causal_inference:index_of_economic_freedom
Causal Inference,2016-08-01,3646,causal_inference:index_of_economic_freedom
Causal Inference,2016-09-01,4848,causal_inference:index_of_economic_freedom
Causal Inference,2016-10-01,5380,causal_inference:index_of_economic_freedom
Causal Inference,2016-11-01,5339,causal_inference:index_of_economic_freedom
Causal Inference,2016-12-01,4482,causal_inference:index_of_economic_freedom
Causal Inference,2017-01-01,5132,causal_inference:index_of_economic_freedom
Causal Inference,2017-02-01,5389,causal_inference:index_of_economic_freedom
Causal Inference,2017-03-01,6227,causal_inference:index_of_economic_freedom
Causal Inference,2017-04-01,5386,causal_inference:index_of_economic_freedom
Causal Inference,2017-05-01,4596,causal_inference:index_of_economic_freedom
Causal Inference,2017-06-01,4061,causal_inference:index_of_economic_freedom
Causal Inference,2017-07-01,3358,causal_inference:index_of_economic_freedom
Causal Inference,2017-08-01,4000,causal_inference:index_of_economic_freedom
Causal Inference,2017-09-01,5239,causal_inference:index_of_economic_freedom
Causal Inference,2017-10-01,5552,causal_inference:index_of_economic_freedom
Causal Inference,2017-11-01,5588,causal_inference:index_of_economic_freedom
Causal Inference,2017-12-01,4856,causal_inference:index_of_economic_freedom
Causal Inference,2018-01-01,5689,causal_inference:index_of_economic_freedom
Causal Inference,2018-02-01,5243,causal_inference:index_of_economic_freedom
Causal Inference,2018-03-01,6359,causal_inference:index_of_economic_freedom
Causal Inference,2018-04-01,5385,causal_inference:index_of_economic_freedom
Causal Inference,2018-05-01,5878,causal_inference:index_of_economic_freedom
Causal Inference,2018-06-01,5249,causal_inference:index_of_economic_freedom
Causal Inference,2018-07-01,5031,causal_inference:index_of_economic_freedom
Causal Inference,2018-08-01,5672,causal_inference:index_of_economic_freedom
Causal Inference,2018-09-01,6723,causal_inference:index_of_economic_freedom
Causal Inference,2018-10-01,7442,causal_inference:index_of_economic_freedom
Causal Inference,2018-11-01,7039,causal_inference:index_of_economic_freedom
Causal Inference,2018-12-01,6388,causal_inference:index_of_economic_freedom
Causal Inference,2019-01-01,7178,causal_inference:index_of_economic_freedom
Causal Inference,2019-02-01,7094,causal_inference:index_of_economic_freedom
Causal Inference,2019-03-01,8116,causal_inference:index_of_economic_freedom
Causal Inference,2019-04-01,7706,causal_inference:index_of_economic_freedom
Causal Inference,2019-05-01,7647,causal_inference:index_of_economic_freedom
Causal Inference,2019-06-01,6342,causal_inference:index_of_economic_freedom
Causal Inference,2019-07-01,6398,causal_inference:index_of_economic_freedom
Causal Inference,2019-08-01,7160,causal_inference:index_of_economic_freedom
Causal Inference,2019-09-01,8218,causal_inference:index_of_economic_freedom
Causal Inference,2019-10-01,9924,causal_inference:index_of_economic_freedom
Causal Inference,2019-11-01,9085,causal_inference:index_of_economic_freedom
Causal Inference,2019-12-01,7740,causal_inference:index_of_economic_freedom
Causal Inference,2020-01-01,9320,causal_inference:index_of_economic_freedom
Causal Inference,2020-02-01,7801,causal_inference:index_of_economic_freedom
Causal Inference,2020-03-01,7802,causal_inference:index_of_economic_freedom
Causal Inference,2020-04-01,8408,causal_inference:index_of_economic_freedom
Causal Inference,2020-05-01,8061,causal_inference:index_of_economic_freedom
Causal Inference,2020-06-01,7655,causal_inference:index_of_economic_freedom
Causal Inference,2020-07-01,7139,causal_inference:index_of_economic_freedom
Causal Inference,2020-08-01,7239,causal_inference:index_of_economic_freedom
Causal Inference,2020-09-01,8748,causal_inference:index_of_economic_freedom
Causal Inference,2020-10-01,10240,causal_inference:index_of_economic_freedom
Causal Inference,2020-11-01,9014,causal_inference:index_of_economic_freedom
Causal Inference,2015-10-01,4095,causal_inference:john_wick_film
Causal Inference,2015-11-01,3698,causal_inference:john_wick_film
Causal Inference,2015-12-01,3470,causal_inference:john_wick_film
Causal Inference,2016-01-01,3839,causal_inference:john_wick_film
Causal Inference,2016-02-01,4098,causal_inference:john_wick_film
Causal Inference,2016-03-01,4244,causal_inference:john_wick_film
Causal Inference,2016-04-01,3965,causal_inference:john_wick_film
Causal Inference,2016-05-01,4050,causal_inference:john_wick_film
Causal Inference,2016-06-01,3711,causal_inference:john_wick_film
Causal Inference,2016-07-01,3141,causal_inference:john_wick_film
Causal Inference,2016-08-01,3646,causal_inference:john_wick_film
Causal Inference,2016-09-01,4848,causal_inference:john_wick_film
Causal Inference,2016-10-01,5380,causal_inference:john_wick_film
Causal Inference,2016-11-01,5339,causal_inference:john_wick_film
Causal Inference,2016-12-01,4482,causal_inference:john_wick_film
Causal Inference,2017-01-01,5132,causal_inference:john_wick_film
Causal Inference,2017-02-01,5389,causal_inference:john_wick_film
Causal Inference,2017-03-01,6227,causal_inference:john_wick_film
Causal Inference,2017-04-01,5386,causal_inference:john_wick_film
Causal Inference,2017-05-01,4596,causal_inference:john_wick_film
Causal Inference,2017-06-01,4061,causal_inference:john_wick_film
Causal Inference,2017-07-01,3358,causal_inference:john_wick_film
Causal Inference,2017-08-01,4000,causal_inference:john_wick_film
Causal Inference,2017-09-01,5239,causal_inference:john_wick_film
Causal Inference,2017-10-01,5552,causal_inference:john_wick_film
Causal Inference,2017-11-01,5588,causal_inference:john_wick_film
Causal Inference,2017-12-01,4856,causal_inference:john_wick_film
Causal Inference,2018-01-01,5689,causal_inference:john_wick_film
Causal Inference,2018-02-01,5243,causal_inference:john_wick_film
Causal Inference,2018-03-01,6359,causal_inference:john_wick_film
Causal Inference,2018-04-01,5385,causal_inference:john_wick_film
Causal Inference,2018-05-01,5878,causal_inference:john_wick_film
Causal Inference,2018-06-01,5249,causal_inference:john_wick_film
Causal Inference,2018-07-01,5031,causal_inference:john_wick_film
Causal Inference,2018-08-01,5672,causal_inference:john_wick_film
Causal Inference,2018-09-01,6723,causal_inference:john_wick_film
Causal Inference,2018-10-01,7442,causal_inference:john_wick_film
Causal Inference,2018-11-01,7039,causal_inference:john_wick_film
Causal Inference,2018-12-01,6388,causal_inference:john_wick_film
Causal Inference,2019-01-01,7178,causal_inference:john_wick_film
Causal Inference,2019-02-01,7094,causal_inference:john_wick_film
Causal Inference,2019-03-01,8116,causal_inference:john_wick_film
Causal Inference,2019-04-01,7706,causal_inference:john_wick_film
Causal Inference,2019-05-01,7647,causal_inference:john_wick_film
Causal Inference,2019-06-01,6342,causal_inference:john_wick_film
Causal Inference,2019-07-01,6398,causal_inference:john_wick_film
Causal Inference,2019-08-01,7160,causal_inference:john_wick_film
Causal Inference,2019-09-01,8218,causal_inference:john_wick_film
Causal Inference,2019-10-01,9924,causal_inference:john_wick_film
Causal Inference,2019-11-01,9085,causal_inference:john_wick_film
Causal Inference,2019-12-01,7740,causal_inference:john_wick_film
Causal Inference,2020-01-01,9320,causal_inference:john_wick_film
Causal Inference,2020-02-01,7801,causal_inference:john_wick_film
Causal Inference,2020-03-01,7802,causal_inference:john_wick_film
Causal Inference,2020-04-01,8408,causal_inference:john_wick_film
Causal Inference,2020-05-01,8061,causal_inference:john_wick_film
Causal Inference,2020-06-01,7655,causal_inference:john_wick_film
Causal Inference,2020-07-01,7139,causal_inference:john_wick_film
Causal Inference,2020-08-01,7239,causal_inference:john_wick_film
Causal Inference,2020-09-01,8748,causal_inference:john_wick_film
Causal Inference,2020-10-01,10240,causal_inference:john_wick_film
Causal Inference,2020-11-01,9014,causal_inference:john_wick_film
Jameela Jamil,2015-10-01,15347,causal_inference:jameela_jamil
Jameela Jamil,2015-11-01,5043,causal_inference:jameela_jamil
Jameela Jamil,2015-12-01,4224,causal_inference:jameela_jamil
Jameela Jamil,2016-01-01,4442,causal_inference:jameela_jamil
Jameela Jamil,2016-02-01,5633,causal_inference:jameela_jamil
Jameela Jamil,2016-03-01,6570,causal_inference:jameela_jamil
Jameela Jamil,2016-04-01,4932,causal_inference:jameela_jamil
Jameela Jamil,2016-05-01,24272,causal_inference:jameela_jamil
Jameela Jamil,2016-06-01,11059,causal_inference:jameela_jamil
Jameela Jamil,2016-07-01,11900,causal_inference:jameela_jamil
Jameela Jamil,2016-08-01,12017,causal_inference:jameela_jamil
Jameela Jamil,2016-09-01,47429,causal_inference:jameela_jamil
Jameela Jamil,2016-10-01,45593,causal_inference:jameela_jamil
Jameela Jamil,2016-11-01,16869,causal_inference:jameela_jamil
Jameela Jamil,2016-12-01,10092,causal_inference:jameela_jamil
Jameela Jamil,2017-01-01,40363,causal_inference:jameela_jamil
Jameela Jamil,2017-02-01,14948,causal_inference:jameela_jamil
Jameela Jamil,2017-03-01,11238,causal_inference:jameela_jamil
Jameela Jamil,2017-04-01,8323,causal_inference:jameela_jamil
Jameela Jamil,2017-05-01,10086,causal_inference:jameela_jamil
Jameela Jamil,2017-06-01,10627,causal_inference:jameela_jamil
Jameela Jamil,2017-07-01,9587,causal_inference:jameela_jamil
Jameela Jamil,2017-08-01,29773,causal_inference:jameela_jamil
Jameela Jamil,2017-09-01,106283,causal_inference:jameela_jamil
Jameela Jamil,2017-10-01,154871,causal_inference:jameela_jamil
Jameela Jamil,2017-11-01,86553,causal_inference:jameela_jamil
Jameela Jamil,2017-12-01,63094,causal_inference:jameela_jamil
Jameela Jamil,2018-01-01,134553,causal_inference:jameela_jamil
Jameela Jamil,2018-02-01,120288,causal_inference:jameela_jamil
Jameela Jamil,2018-03-01,84751,causal_inference:jameela_jamil
Jameela Jamil,2018-04-01,50791,causal_inference:jameela_jamil
Jameela Jamil,2018-05-01,81401,causal_inference:jameela_jamil
Jameela Jamil,2018-06-01,59032,causal_inference:jameela_jamil
Jameela Jamil,2018-07-01,61269,causal_inference:jameela_jamil
Jameela Jamil,2018-08-01,82462,causal_inference:jameela_jamil
Jameela Jamil,2018-09-01,233076,causal_inference:jameela_jamil
Jameela Jamil,2018-10-01,273290,causal_inference:jameela_jamil
Jameela Jamil,2018-11-01,214474,causal_inference:jameela_jamil
Jameela Jamil,2018-12-01,221815,causal_inference:jameela_jamil
Jameela Jamil,2019-01-01,329410,causal_inference:jameela_jamil
Jameela Jamil,2019-02-01,237721,causal_inference:jameela_jamil
Jameela Jamil,2019-03-01,233469,causal_inference:jameela_jamil
Jameela Jamil,2019-04-01,160782,causal_inference:jameela_jamil
Jameela Jamil,2019-05-01,149411,causal_inference:jameela_jamil
Jameela Jamil,2019-06-01,107974,causal_inference:jameela_jamil
Jameela Jamil,2019-07-01,108353,causal_inference:jameela_jamil
Jameela Jamil,2019-08-01,146083,causal_inference:jameela_jamil
Jameela Jamil,2019-09-01,286978,causal_inference:jameela_jamil
Jameela Jamil,2019-10-01,459674,causal_inference:jameela_jamil
Jameela Jamil,2019-11-01,231607,causal_inference:jameela_jamil
Jameela Jamil,2019-12-01,214696,causal_inference:jameela_jamil
Jameela Jamil,2020-01-01,204330,causal_inference:jameela_jamil
Jameela Jamil,2020-02-01,458564,causal_inference:jameela_jamil
Jameela Jamil,2020-03-01,147027,causal_inference:jameela_jamil
Jameela Jamil,2020-04-01,214737,causal_inference:jameela_jamil
Jameela Jamil,2020-05-01,155824,causal_inference:jameela_jamil
Jameela Jamil,2020-06-01,163745,causal_inference:jameela_jamil
Jameela Jamil,2020-07-01,190672,causal_inference:jameela_jamil
Jameela Jamil,2020-08-01,142240,causal_inference:jameela_jamil
Jameela Jamil,2020-09-01,246186,causal_inference:jameela_jamil
Jameela Jamil,2020-10-01,205052,causal_inference:jameela_jamil
Jameela Jamil,2020-11-01,142669,causal_inference:jameela_jamil
BBC,2015-10-01,117953,causal_inference:bbc
BBC,2015-11-01,126721,causal_inference:bbc
BBC,2015-12-01,119333,causal_inference:bbc
BBC,2016-01-01,121097,causal_inference:bbc
BBC,2016-02-01,113123,causal_inference:bbc
BBC,2016-03-01,128394,causal_inference:bbc
BBC,2016-04-01,174370,causal_inference:bbc
BBC,2016-05-01,117137,causal_inference:bbc
BBC,2016-06-01,115949,causal_inference:bbc
BBC,2016-07-01,100940,causal_inference:bbc
BBC,2016-08-01,103711,causal_inference:bbc
BBC,2016-09-01,111452,causal_inference:bbc
BBC,2016-10-01,120961,causal_inference:bbc
BBC,2016-11-01,118959,causal_inference:bbc
BBC,2016-12-01,107507,causal_inference:bbc
BBC,2017-01-01,114354,causal_inference:bbc
BBC,2017-02-01,111974,causal_inference:bbc
BBC,2017-03-01,123330,causal_inference:bbc
BBC,2017-04-01,113343,causal_inference:bbc
BBC,2017-05-01,147506,causal_inference:bbc
BBC,2017-06-01,116989,causal_inference:bbc
BBC,2017-07-01,110984,causal_inference:bbc
BBC,2017-08-01,119371,causal_inference:bbc
BBC,2017-09-01,136197,causal_inference:bbc
BBC,2017-10-01,130202,causal_inference:bbc
BBC,2017-11-01,128797,causal_inference:bbc
BBC,2017-12-01,127290,causal_inference:bbc
BBC,2018-01-01,137537,causal_inference:bbc
BBC,2018-02-01,208588,causal_inference:bbc
BBC,2018-03-01,243452,causal_inference:bbc
BBC,2018-04-01,240879,causal_inference:bbc
BBC,2018-05-01,281774,causal_inference:bbc
BBC,2018-06-01,168249,causal_inference:bbc
BBC,2018-07-01,201643,causal_inference:bbc
BBC,2018-08-01,171495,causal_inference:bbc
BBC,2018-09-01,174727,causal_inference:bbc
BBC,2018-10-01,193091,causal_inference:bbc
BBC,2018-11-01,217396,causal_inference:bbc
BBC,2018-12-01,226593,causal_inference:bbc
BBC,2019-01-01,218282,causal_inference:bbc
BBC,2019-02-01,204402,causal_inference:bbc
BBC,2019-03-01,264919,causal_inference:bbc
BBC,2019-04-01,233713,causal_inference:bbc
BBC,2019-05-01,287262,causal_inference:bbc
BBC,2019-06-01,251708,causal_inference:bbc
BBC,2019-07-01,259605,causal_inference:bbc
BBC,2019-08-01,254388,causal_inference:bbc
BBC,2019-09-01,284097,causal_inference:bbc
BBC,2019-10-01,282740,causal_inference:bbc
BBC,2019-11-01,358203,causal_inference:bbc
BBC,2019-12-01,346467,causal_inference:bbc
BBC,2020-01-01,523181,causal_inference:bbc
BBC,2020-02-01,430539,causal_inference:bbc
BBC,2020-03-01,452586,causal_inference:bbc
BBC,2020-04-01,330463,causal_inference:bbc
BBC,2020-05-01,323430,causal_inference:bbc
BBC,2020-06-01,290738,causal_inference:bbc
BBC,2020-07-01,274368,causal_inference:bbc
BBC,2020-08-01,306033,causal_inference:bbc
BBC,2020-09-01,253999,causal_inference:bbc
BBC,2020-10-01,280406,causal_inference:bbc
BBC,2020-11-01,306752,causal_inference:bbc
BBC,2015-10-01,117953,new_york_university:bbc
BBC,2015-11-01,126721,new_york_university:bbc
BBC,2015-12-01,119333,new_york_university:bbc
BBC,2016-01-01,121097,new_york_university:bbc
BBC,2016-02-01,113123,new_york_university:bbc
BBC,2016-03-01,128394,new_york_university:bbc
BBC,2016-04-01,174370,new_york_university:bbc
BBC,2016-05-01,117137,new_york_university:bbc
BBC,2016-06-01,115949,new_york_university:bbc
BBC,2016-07-01,100940,new_york_university:bbc
BBC,2016-08-01,103711,new_york_university:bbc
BBC,2016-09-01,111452,new_york_university:bbc
BBC,2016-10-01,120961,new_york_university:bbc
BBC,2016-11-01,118959,new_york_university:bbc
BBC,2016-12-01,107507,new_york_university:bbc
BBC,2017-01-01,114354,new_york_university:bbc
BBC,2017-02-01,111974,new_york_university:bbc
BBC,2017-03-01,123330,new_york_university:bbc
BBC,2017-04-01,113343,new_york_university:bbc
BBC,2017-05-01,147506,new_york_university:bbc
BBC,2017-06-01,116989,new_york_university:bbc
BBC,2017-07-01,110984,new_york_university:bbc
BBC,2017-08-01,119371,new_york_university:bbc
BBC,2017-09-01,136197,new_york_university:bbc
BBC,2017-10-01,130202,new_york_university:bbc
